open,high,low,close,volume,rsv_9,kdjk_9,kdjk,kdjd_9,kdjd,kdjj_9,kdjj
0.509347,0.509347,0.508064,0.508654,2331066300.8191056,16.88140556369063,42.11809379053715,42.11809379053715,55.65322804295762,55.65322804295762,15.047825285696206,15.047825285696206
0.508843,0.50988,0.508791,0.50988,2262941632.3969135,34.283183227521576,39.506456936198624,39.506456936198624,50.27097100737129,50.27097100737129,17.977428793853306,17.977428793853306
0.510237,0.510783,0.510044,0.510044,2242189089.6503854,45.2000000000013,41.40430462413285,41.40430462413285,47.3154155462918,47.3154155462918,29.58208277981494,29.58208277981494
0.510002,0.510071,0.508818,0.508818,2197593830.986553,25.306286402892585,36.038298550386095,36.038298550386095,43.55637654765657,43.55637654765657,21.002142555845154,21.002142555845154
0.508758,0.509214,0.507737,0.507737,2017809141.5635839,4.589743589744604,25.55544689683893,25.55544689683893,37.55606666405069,37.55606666405069,1.5542073624154114,1.5542073624154114
0.506689,0.506942,0.506514,0.506906,1831808186.9308496,7.928802588995794,19.679898794224552,19.679898794224552,31.59734404077531,31.59734404077531,-4.1549916988769695,-4.1549916988769695
0.506397,0.508802,0.506397,0.508802,1715916232.5456026,54.83356133150912,31.397786306652737,31.397786306652737,31.530824796067783,31.530824796067783,31.131709327822648,31.131709327822648
0.508358,0.508508,0.507501,0.507816,1537506010.005345,32.35294117647193,31.716171263259135,31.716171263259135,31.59260695179823,31.59260695179823,31.96329988618095,31.96329988618095
0.507902,0.509136,0.507902,0.509136,1424069065.6998613,62.44870041039777,41.96034764563868,41.96034764563868,35.04852051641171,35.04852051641171,55.784001904092605,55.784001904092605
0.509215,0.509606,0.50872,0.509606,1326566287.8977478,73.16461468308292,52.36176999145342,52.36176999145342,40.819603674758945,40.819603674758945,75.44610262484237,75.44610262484237
0.510046,0.510055,0.508658,0.508658,1265608450.2646973,51.55038759690077,52.0913091932692,52.0913091932692,44.576838847595695,44.576838847595695,67.12024988461621,67.12024988461621
0.50886,0.508929,0.508004,0.508004,1229281852.6673343,43.73979314099064,49.30747050917634,49.30747050917634,46.15371606812258,46.15371606812258,55.61497939128387,55.61497939128387
0.508117,0.509202,0.507872,0.509202,1181216064.3897316,76.68124658283267,58.43206253372844,58.43206253372844,50.24649822332453,50.24649822332453,74.80319115453626,74.80319115453626
0.509209,0.509209,0.506793,0.507027,1145253116.9174182,17.222525970475967,44.695550345977615,44.695550345977615,48.39618226420889,48.39618226420889,37.294286509515075,37.294286509515075
0.507186,0.507777,0.50668,0.507777,1124805130.2696104,37.72553307818559,42.372211256713605,42.372211256713605,46.388191928377125,46.388191928377125,34.34024991338657,34.34024991338657
0.508316,0.508765,0.507183,0.507183,1110589709.5038817,14.903703703704554,33.21604207237725,33.21604207237725,41.997475309710495,41.997475309710495,15.653175597710757,15.653175597710757
0.507047,0.507289,0.506976,0.506976,1093426368.9357085,8.770370370369228,25.067484838374575,25.067484838374575,36.35414515259852,36.35414515259852,2.49416420992668,2.49416420992668
0.507631,0.509393,0.507631,0.509393,1082274858.2765841,80.38518518518376,43.50671828731097,43.50671828731097,38.73833619750267,38.73833619750267,53.04348246692756,53.04348246692756
0.50925,0.510312,0.509017,0.510312,1069822787.1248673,100.0,62.337812191540635,62.337812191540635,46.604828195515324,46.604828195515324,93.80378018359124,93.80378018359124
0.51093,0.512103,0.51093,0.511857,1068075524.4239367,95.463765443482,73.37979660885442,73.37979660885442,55.529817666628354,55.529817666628354,109.07975449330657,109.07975449330657
0.511031,0.511769,0.510738,0.511769,1054381631.1351463,93.84104739074408,80.20021353615097,80.20021353615097,63.75328295646922,63.75328295646922,113.09407469551448,113.09407469551448
0.511903,0.511903,0.510242,0.510242,1027174879.201805,65.68320118015828,75.36120941748673,75.36120941748673,67.62259177680838,67.62259177680838,90.83844469884343,90.83844469884343
0.509347,0.510362,0.509347,0.510203,1006743616.1571406,64.96404204314902,71.89548695937415,71.89548695937415,69.04689017099696,69.04689017099696,77.59268053612854,77.59268053612854
0.509309,0.51043,0.509309,0.509661,1007847733.141486,52.36980690462361,65.38692694112396,65.38692694112396,67.82690242770596,67.82690242770596,60.50697596795996,60.50697596795996
0.50935,0.509935,0.509074,0.509935,1001245595.4871324,57.71406280476008,62.829305562336,62.829305562336,66.16103680591597,66.16103680591597,56.16584307517607,56.16584307517607
0.510007,0.510007,0.50938,0.509654,996428525.4172299,45.23703041144975,56.96521384537392,56.96521384537392,63.09576248573528,63.09576248573528,44.7041165646512,44.7041165646512
0.509747,0.510479,0.509747,0.5101,988291014.8626959,35.09397278029723,49.674800157015014,49.674800157015014,58.622108376161854,58.622108376161854,31.780183718721347,31.780183718721347
0.51035,0.51035,0.509627,0.510143,975684966.3790787,35.292175635523435,44.88059198318449,44.88059198318449,54.04160291183606,54.04160291183606,26.55857012588133,26.55857012588133
0.510637,0.516312,0.510637,0.515867,1007891095.0443413,93.85189278806257,61.204358918143846,61.204358918143846,56.42918824727199,56.42918824727199,70.75470025988757,70.75470025988757
0.516385,0.517085,0.516051,0.517085,1011465809.7514726,100.0,74.13623927876256,74.13623927876256,62.33153859110217,62.33153859110217,97.74564065408333,97.74564065408333
0.51699,0.519048,0.516315,0.518096,961693755.8177031,90.45518347704072,79.57588734485527,79.57588734485527,68.07965484235321,68.07965484235321,102.5683523498594,102.5683523498594
0.519974,0.521164,0.519974,0.521164,915378168.6723068,100.0,86.38392489657018,86.38392489657018,74.18107819375885,74.18107819375885,110.78961830219282,110.78961830219282
0.520323,0.524277,0.520323,0.524277,886553230.7338727,100.0,90.92261659771344,90.92261659771344,79.76159099507704,79.76159099507704,113.24466780298624,113.24466780298624
0.52355,0.524678,0.523462,0.524604,878837062.5351685,99.51627663746882,93.78716994429857,93.78716994429857,84.43678397815088,84.43678397815088,112.48794187659394,112.48794187659394
0.524523,0.524523,0.522218,0.522218,756680750.1082495,83.65557105840124,90.40997031566611,90.40997031566611,86.42784609065595,86.42784609065595,98.37421876568646,98.37421876568646
0.52675,0.529184,0.52675,0.528793,902575417.9018945,98.00071585621501,92.94021882918241,92.94021882918241,88.5986370034981,88.5986370034981,101.62338248055104,101.62338248055104
